
1,0,111,143,185,False,False,False,0,0,176,250,192,False,False,False,0,107,150,True,False,NOT_OVER,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2,0,111,142,190,False,False,False,0,0,176,250,192,False,False,False,0,108,150,True,False,NOT_OVER,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3,0,111,142,192,False,False,False,0,0,176,250,192,False,False,False,0,108,150,True,False,NOT_OVER,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4,0,111,141,192,False,False,False,0,0,176,250,192,False,False,False,0,109,150,True,False,NOT_OVER,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5,0,111,141,192,False,False,False,0,0,176,250,192,False,False,False,0,109,149,True,False,NOT_OVER,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6,0,111,141,192,False,False,False,0,0,176,250,192,False,False,False,0,109,149,True,False,NOT_OVER,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7,0,111,141,192,False,False,False,0,0,176,250,192,False,False,False,0,109,149,True,False,NOT_OVER,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8,0,111,141,192,False,False,False,0,0,176,250,192,False,False,False,0,109,149,True,False,NOT_OVER,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
9,0,111,141,192,False,False,False,0,0,176,250,192,False,False,False,0,109,149,True,False,NOT_OVER,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10,0,111,141,192,False,False,False,0,0,176,250,192,False,False,False,0,109,149,True,False,NOT_OVER,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11,0,111,141,192,False,False,False,0,0,176,250,192,False,False,False,0,109,149,True,False,NOT_OVER,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
12,0,111,141,192,False,False,False,0,0,176,250,192,False,False,False,0,109,149,True,False,NOT_OVER,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13,0,111,141,192,False,False,False,0,0,176,250,192,False,False,False,0,109,149,True,False,NOT_OVER,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14,0,111,141,192,False,False,False,0,0,176,250,192,False,False,False,0,109,149,True,False,NOT_OVER,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15,0,111,141,192,False,False,False,0,0,176,250,192,False,False,False,0,109,149,True,False,NOT_OVER,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16,0,111,141,192,False,False,False,0,0,176,250,192,True,False,False,0,109,149,True,False,NOT_OVER,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17,0,111,141,192,False,False,False,0,0,176,250,185,True,False,False,0,109,149,True,False,NOT_OVER,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
